Post.Office,State,County,Established,Discontinued,Latitude,Longitude
LOWELL,WA,Snohomish,1871,1962,47.9556517,-122.1970783
MANZANA,NM,Torrance,1871,1872,34.6467267,-106.3450191
MARSHFIELD,OR,Coos,1871,1945,43.3665007,-124.2178903
MIDDLETON,CA,Lake,1871,1875,38.7524045,-122.6149853
MIDWAY,KS,Crawford,1871,1912,37.4492163,-94.6310694
MILLWOOD,KS,Leavenworth,1871,1904,39.3838872,-95.1169122
MILTON,CA,Calaveras,1871,1942,38.0318678,-120.8521583
MINNEHA,KS,Sedgwick,1871,1900,37.7144581,-97.2400435
MONTEZUMA,CO,Summit,1871,1972,39.581098,-105.8672338
MULBERRY,KS,Saline,1871,1890,38.8983378,-97.8750433
NEPTAWAH,KS,Sumner,1871,1871,37.2741908,-97.1689296
NORD,CA,Butte,1871,1933,39.7796044,-121.9572023
OAKHILL,KS,Clay,1871,1985,39.2483279,-97.3414139
OVID,ID,Bear Lake,1871,,42.2888154,-111.3982633
OVILLA,TX,Ellis,1871,1906,32.5265264,-96.8863898
PARK CITY,KS,Sedgwick,1871,1876,37.8000123,-97.3183762
PATAHA,WA,Garfield,1871,1878,46.4732085,-117.5365741
PENN,KS,Osborne,1871,1872,39.4388994,-98.6947949
PERRY LANDING,TX,Brazoria,1871,1929,28.9799706,-95.4893886
PETERS,CA,San Joaquin,1871,1951,37.9807573,-121.0479965
PETERSON,UT,Morgan,1871,1939,41.1179989,-111.7677146
PLANO,CA,Tulare,1871,1915,36.0435635,-119.0084343
PLEASANT VALLEY,KS,Cowley,1871,1871,37.1125287,-96.9689248
PORTERSVILLE,CA,Tulare,1871,1915,36.06523,-119.0167679
PRESCOTT,KS,Saline,1871,1871,38.7055591,-97.4280856
REILLY SPRINGS,TX,Hopkins,1871,1940,33.0059515,-95.5452317
RIDDLEVILLE,TX,Karnes,1871,1905,29.1283021,-97.7849995
ROCK CREEK,ID,Twin Falls,1871,1925,42.4321364,-114.3055859
ROCK CREEK,WA,Spokane,1871,1889,47.3201717,-117.3838047
ROUND GROVE,KS,Washington,1871,1877,39.7283364,-96.9761341
RURAL,KS,Jefferson,1871,1883,39.0627783,-95.3327512
SAMISH,WA,Skagit,1871,1920,48.5759395,-122.5410031
SANFORD,AZ,Pinal,1871,1876,33.0128395,-111.4420665
SCALES DIGGINGS,CA,Sierra,1871,1875,39.5982257,-120.9924541
SEQUOYAH,OK,Rogers,1871,1909,36.3734288,-95.5608106
SILVER CITY,UT,Juab,1871,1951,39.9099498,-112.1299456
SILVERDALE,KS,Cowley,1871,,37.0419749,-96.9033673
SNAKE PRAIRIE,TX,Bastrop,1871,1884,29.9293898,-97.293602
SOMERSET,KS,Miami,1871,1933,38.6050126,-94.768848
SOUTH BUTTE,CA,Sutter,1871,1888,39.1598915,-121.7527482
STRAWBERRY,KS,Washington,1871,1904,39.7119461,-97.2553101
STRAWN,KS,Coffey,1871,,38.2625197,-95.7419311
SYCAMORE,CA,Colusa,1871,1960,39.1337814,-121.9419153
TAYLOR,TX,Red River,1871,1880,33.8426077,-95.1624501
TEN MILE,KS,Cloud,1871,1879,39.4816695,-97.8164305
TENNANT,CA,Santa Clara,1871,1887,37.1149458,-121.6349449
TISDALE,KS,Cowley,1871,1920,37.2433597,-96.8519778
ULA,CO,Custer,1871,1891,38.15005,-105.50192
WELCOME,TX,Austin,1871,1954,30.0277215,-96.4891367
WELDON,CA,Kern,1871,,35.6657864,-118.2903579
WEST FALLS,TX,Falls,1871,1883,31.2048996,-97.1305524
WHITE WATER,KS,Butler,1871,1950,37.9647365,-97.1475347
WILLOW RANCH,CA,Modoc,1871,1976,41.9023885,-120.3582886
WINSOR,UT,Kane,1871,1879,37.247206,-112.664377
WOODBURY,TX,Hill,1871,1908,32.0495986,-97.2308436
WOODS CROSS,UT,Davis,1871,1975,40.8716119,-111.89216
WOODVILLE,CA,Tulare,1871,1908,36.0935637,-119.1989975
YOUNGSPORT,TX,Bell,1871,1930,30.9574028,-97.7191821
BULL'S CITY,KS,Osborne,1871,1885,39.4708437,-98.9481389
GUY'S STORE,TX,Leon,1871,1927,31.2201822,-95.8243983
LA MONT'S HILL,KS,Osage,1871,1887,38.647231,-95.6224828
PARK'S FORT,KS,Trego,1871,1874,38.8855662,-99.8917877
ARISPIE,KS,Pottawat.,1871,1903,39.3477739,-96.2599989
ATHENS,KS,Jewell,1871,1901,39.6111221,-98.3295008
BUTCHER RANCH,CA,Placer,1871,1935,38.9560093,-120.9541076
CEDRON,KS,Lincoln,1871,1911,39.2000091,-98.4364514
CENTER,KS,Chautauqua,1871,1907,37.2197701,-96.2099941
CENTER RIDGE,KS,Woodson,1871,1894,37.7333771,-95.5966489
CENTRE,KS,Chautauqua,1871,1907,37.2197701,-96.2099941
CENTRE RIDGE,KS,Woodson,1871,1894,37.7333771,-95.5966489
CHIKASKIA,KS,Sumner,1871,1886,37.1689116,-97.6100502
CLARION,KS,Sedgwick,1871,1885,37.8686242,-97.2022608
EXETER,KS,Clay,1871,1906,39.2602722,-97.1669646
FAIRFAX,KS,Osage,1871,1883,38.7250064,-95.6585942
GERMANTOWN,KS,Smith,1871,1893,39.8291784,-99.049529
HARRISONVILLE,KS,Montgomery,1871,1887,37.1347932,-95.8191476
HEBRON,UT,Washington,1871,1905,37.5766416,-113.8194151
ISLAND,KS,Neosho,1871,1901,37.4144658,-97.1353181
IVY,KS,Lyon,1871,1896,38.6313979,-96.0711038
JOHNSON,UT,Kane,1871,1937,37.0866512,-112.368809
JOHNSONVILLE,KS,Jewell,1871,1885,39.7075079,-97.9419891
JURETT,KS,Wilson,1871,1887,37.4306058,-95.9266494
KEDRON,KS,Osage,1871,1881,38.4494591,-95.6683184
LIBERTY FARM,NE,Clay,1871,1874,40.3619558,-98.1503245
LONDON,KS,Sumner,1871,1887,37.4397419,-97.3600454
MAY DAY,KS,Riley,1871,1954,39.4933321,-96.9136264
MEREDITH,KS,Cloud,1871,1910,39.3505541,-97.592256
MONROE,KS,Lincoln,1871,1886,38.9869493,-97.9836582
MOUNT CARMEL,KS,Crawford,1871,1895,37.4644965,-94.9863578
OWEGO,ND,Ransom,1871,1906,46.5149673,-97.3206467
PAVILION,KS,Wabaunsee,1871,1903,39.6124976,-96.3266728
RUBENS,KS,Jewell,1871,1900,39.9014016,-98.0975463
SALEM,KS,Jewell,1871,1903,39.8791793,-98.5000604
SAN LUIS RANCH,CA,Merced,1871,1890,37.1596655,-120.813529
SEAPO,KS,Republic,1871,1889,39.6805577,-97.5419833
STERNERTON,KS,Montgomery,1871,1891,37.3558938,-95.8027593
SUGAR VALLEY,KS,Anderson,1871,1894,38.2936335,-95.0641368
SUMMIT,KS,Leavenworth,1871,1887,39.1341685,-95.058579
UNION CENTRE,KS,Elk,1871,1887,37.4791976,-96.3391671
WEST CREEK,KS,Republic,1871,1886,39.6980597,-97.6525409
WESTERN PARK,KS,Elk,1871,1905,37.5194725,-96.396949
WILLOW VALLEY,KS,Greenwood,1871,1887,38.0111364,-96.1497195
WOODSTOCK,KS,Jefferson,1871,1891,39.1350004,-95.2266377
ZISKOV,SD,Yankton,1871,1900,42.9541645,-97.5608976
BROWNLOW,KS,Butler,1871,1876,37.62289,-96.684974
CEDARVILLE,KS,Smith,1871,1906,39.6687225,-98.9312753
DONELTON,TX,Hunt,1871,1904,33.0253947,-95.8732986
GOSHEN,TX,Henderson,1871,1905,32.3529217,-96.0113579
GROVE HILL,TX,Fannin,1871,1872,33.4324015,-96.2190554
LONG BOTTOM,TX,Freestone,1871,1874,31.7807199,-96.4730373
MOTT,TX,Angelina,1871,1877,31.1357484,-94.2368633
NINNESCAH,KS,Cowley,1871,1878,37.335976,-97.142468
PARKVILLE,CA,Shasta,1871,1875,40.4645977,-122.1888892
PRINCEVILLE,KS,Cloud,1871,1882,39.466968,-97.501419
REITER,KS,Washington,1871,1884,39.711282,-97.153245
ROCKPORT,UT,Summit,1871,1913,40.7579121,-111.3911686
STRICKLING,TX,Burnet,1871,1895,30.8437808,-98.095608
WARREN,NE,Madison,1871,1890,42.0733967,-97.7951024
BELL,KS,Leavenworth,1871,1872,39.2955555,-95.0499664
BLUE LAKE,CA,Lake,1871,1871,39.1590579,-122.9894431
FAIRVIEW,NE,Saline,1871,1878,40.5455601,-97.2358773
MERIDIAN,KS,Sumner,1871,1872,37.4064092,-97.3644899
PIONEER,NE,Thayer,1871,1873,40.2944486,-97.6336535
RIDGEWAY,TX,Bastrop,1871,1872,30.2085477,-97.1572106
UPPER MATTOLE,CA,Humboldt,1871,1943,40.2518052,-124.1664322
ALBION,KS,Republic,1871,1877,39.9584644,-97.4251998
BRYANT,NE,Fillmore,1871,1878,40.3940663,-97.767111
DELANO,KS,Sedgwick,1871,1880,37.7133709,-97.4174053
FILLMORE,NE,Fillmore,1871,1879,40.5246661,-97.5965014
HOLMWOOD,KS,Jewell,1871,1885,39.8716907,-98.2124051
LESLIE,NE,Wayne,1871,1875,42.1472233,-96.864207
MISSION,KS,Shawnee,1871,1872,39.0027215,-95.7930409
NORTH BRANCH,NE,Otoe,1871,1887,40.7388912,-96.1669528
OSAGE,NE,Otoe,1871,1891,40.5638894,-96.166953
PALESTINE,KS,Sumner,1871,1873,37.355307,-97.2156125
RIDGELEY,NE,Dodge,1871,1902,41.611661,-96.7322389
SUMNER,KS,Sumner,1871,1882,37.344705,-97.5304734
WEST BLUE,NE,Fillmore,1871,1873,40.6549955,-97.652907
WEST BRANCH,NE,Pawnee,1871,1881,40.0416671,-96.2919565
WHITE MOUND,KS,Jewell,1871,1879,39.8718176,-98.4481071
BLACKBIRD,NE,Burt,1871,1872,41.9872129,-96.3855819
OAK LODGE,OK,LeFlore,1871,1917,35.2598177,-94.5738314
WILLOW GROVE,TX,Shelby,1871,1876,31.9451684,-94.13575
TANEUM,WA,Kittitas,1871,1873,47.1081768,-120.8575791
GILSON,NE,Adams,1871,1878,40.437185,-98.4386604
HARRISBURGH,SD,Lincoln,1871,1880,43.4312711,-96.6987683
HAWK EYE,NE,Dixon,1871,1890,42.4567988,-96.73648
NEW HOME,NE,Pawnee,1871,1884,40.2230557,-96.311957
WAITSBURGH,WA,Walla Walla,1871,1893,46.2696521,-118.1552041
WOODARD,NE,Fillmore,1871,1871,40.6443401,-97.448976
EARIETON,KS,Neosho,1871,1950,37.5881072,-95.4691472
HAZLE DELL,TX,Comanche,1871,1905,31.8815376,-98.3319855
HUNTERS RETREAT,TX,Montgomery,1871,1904,30.1710479,-95.6824459
LINE CREEK,TX,McLennan,1871,1872,31.5093357,-96.9505493
MATANZAS,KS,Chautauqua,1871,1887,37.0736771,-96.0135947
MIDDLE BOULDER,CO,Boulder,1871,1874,39.9613759,-105.5108312
BLAIRS STATION,KS,Doniphan,1871,1872,39.7838828,-95.0027482
REEDS STATION,CA,Yuba,1871,1871,39.0693376,-121.5116285
PEACH CREEK,KS,Washington,1871,1878,39.609832,-97.135145
PRAIRIE HOME,KS,Republic,1871,1878,39.8929621,-97.8016476
UNIONHOUSE,CA,Sacramento,1871,1901,38.4723502,-121.45588
ADVANCE,NE,Washington,1871,1871,,
AMHERST,NE,Washington,1871,1878,,
ALBANY,NE,Saline,1871,1871,,
ALERT,KS,Riley,1871,1886,,
ALLISONVILLE,TX,Tyler,1871,1875,,
ARCOLA,KS,Cowley,1871,1872,,
ARNOLD,KS,Crawford,1871,1872,,
ASHTON,TX,San Augustine,1871,1876,,
ATKINSVILLE,KS,Montgomery,1871,1871,,
AURORA,KS,Jewell,1871,1882,,
AVOCA,KS,Jackson,1871,1907,,
BATTLE MOUND,CA,Tulare,1871,1871,,
BEAVER CREEK,KS,Cloud,1871,1877,,
BELLE BRANCH,TX,Atascosa,1871,1874,,
BELLE PRAIRIE,NE,Filmore,1871,1886,,
BERO,KS,Cherokee,1871,1877,,
BIG BEND,KS,Jewell,1871,1875,,
BILL'S CREEK,KS,Chase,1871,1871,,
BLACK WARRIOR,KS,Saline,1871,1871,,
BLACKBERRY PLAINS,TX,Fannin,1871,1873,,
BLACK'S STORE,TX,Freestone,1871,1877,,
BLACKSMITH,KS,Shawnee,1871,1872,,
BLAIR,SD,Union,1871,1881,,
BLANCBVILLE,KS,Marshall,1871,1879,,
BOONES FERRY,TX,Tyler,1871,1885,,
BOONESBOROUGH,TX,Uvalde,1871,1873,,
BOSTON,KS,Chautauqua,1871,1879,,
BRAMLETTE,KS,Woodson,1871,1874,,
BRANCHPORT,KS,Jewell,1871,1871,,
BROWN ROCK,KS,Washington,1871,1872,,
BROWNSVILLE,CO,Clear Creek,1871,1875,,
BRUNO,KS,Montgomery,1871,1871,,
BUFFALO,NE,Webster,1871,1873,,
BULLION,UT,Piute,1871,1874,,
BUTLER CENTRE,NE,,1871,1880,,
CADY,KS,Linn,1871,1876,,
CALLAWAY,MT,Madison,1871,1874,,
CAMP STAMBAUGH,WY,Fremont,1871,1878,,
CANAAN,CA,Colusa,1871,1872,,
CARLTON,ND,Nelson,1871,1872,,
CARR'S,TX,Hill,1871,1871,,
CENTRAL CITY,UT,Salt Lake,1871,1872,,
CENTRAL GROVE,KS,Shawnee,1871,1871,,
CENTRE GROVE,KS,Shawnee,1871,1871,,
CHICO SOUTH,TX,Medina,1871,1880,,
CORDOVA,TX,McLennan,1871,1874,,
COTTONWOOD,NE,Butler,1871,1888,,
CRYSTAL CREEK,CA,Siskiyou,1871,1873,,
CURLEW,NE,Cedar,1871,1872,,
DAMSON'S PRAIRIE,TX,Kaufman,1871,1873,,
DANIEL'S SPRINGS,OK,Cherokee,1871,1871,,
DAVISVILLE,TX,Grimes,1871,1872,,
DEANVILLE,KS,Nemaha,1871,1871,,
DEER VALLEY,CO,Park,1871,1878,,
DONNEGANNA,KS,Riley,1871,1871,,
DOUBLE SPRINGS,TX,Tarrant,1871,1888,,
DRESDEN,KS,Smith,1871,1877,,
DRY CREEK,KS,Sedgwick,1871,1872,,
EAGLE BEND,KS,Clay,1871,1872,,
ECONOMY,KS,Rush,1871,1872,,
ELHI,WA,Pierce,1871,1886,,
ELK VALLEY,NE,Dakota,1871,1896,,
ELKTON,NE,Nuckolls,1871,1888,,
EMMAVILLE,UT,Salt Lake,1871,1871,,
EMMETT,NE,Dakota,1871,1872,,
EMPIRE,NE,Fillmore,1871,1874,,
ENGELWOOD,TX,Robertson,1871,1880,,
ENTERPRISE,NE,Lancaster,1871,1877,,
EPPERSON,TX,Marion,1871,1871,,
ERIE,TX,Polk,1871,1872,,
ESOM HILL,TX,Trinity,1871,1871,,
ESPARANZA,TX,Smith,1871,1872,,
FALK'S STORE,ID,Payette,1871,1910,,
FEDIN,NE,Nemaha,1871,1891,,
FERTILE HILL,TX,Falls,1871,1872,,
FIRESTEEL,SD,Davison,1871,1880,,
FISK'S MILL,CA,Sonoma,1871,1894,,
FLOWERDALE,NE,Richardson,1871,1882,,
FOREST CITY,UT,Utah,1871,1876,,
FORESVILLE,TX,Dewitt,1871,1876,,
FORT EWELL,TX,La Salle,1871,1886,,
FORT HAMBLIN,UT,Washington,1871,1875,,
FOX CREEK,KS,Chase,1871,1883,,
FROSTS RANCH,CO,Douglas,1871,1872,,
GLENEDEN,WA,Lewis,1871,1907,,
GREEN CITY,CO,Morgan,1871,1874,,
GREENVILLE,KS,Jewell,1871,1873,,
GROVELAND,NE,Seward,1871,1875,,
HAYDEN,CA,Lassen,1871,1875,,
HENNING,KS,Bourbon,1871,1871,,
HESPERIA,NE,Fillmore,1871,1872,,
HILLSBOROUGH,CO,Weld,1871,1891,,
HIMMONAH,OK,Garvin,1871,1872,,
HOT SPRINGS,CA,Modoc,1871,1876,,
HUERFANO CANYON,CO,Huerfano,1871,1871,,
HUGHES,CO,Arapahoe,1871,1879,,
IRWIN,KS,Neosho,1871,1871,,
JAMESTOWN,NE,Dodge,1871,1901,,
JAY HAWK,KS,Chautauqua,1871,1871,,
JOHNSTONVILLE,TX,Upshur,1871,1880,,
JORDAN,TX,Brazoria,1871,1872,,
JUSTICE,NE,Dixon,1871,1880,,
KACHU,WA,King,1871,1873,,
KANAWHA,CA,Colusa,1871,1879,,
KIRKLAND VALLEY,AZ,Yavapai,1871,1880,,
KONEWOK,WA,Yakima,1871,1889,,
LAKE FORK,TX,Hopkins,1871,1872,,
LAKETOWN,UT,Utah,1871,,,
LE GRAND,KS,Osborne,1871,1872,,
LEDBETTER,TX,Lee,1871,1874,,
LONE ELM,KS,Chautauqua,1871,1871,,
LOTHAIR,NE,Saunders,1871,1872,,
LOWE,KS,Chautauqua,1871,1939,,
LUCIEVILLE,NE,Saline,1871,1876,,
MANNVILLE,KS,Brown,1871,1876,,
MAPLEVILLE,NE,Dodge,1871,1901,,
MARIANNA,TX,Polk,1871,1896,,
MARSHTON,SD,Bon Homme,1871,1877,,
MARTINDALE,KS,Coffey,1871,1880,,
MEDO,TX,Bell,1871,1873,,
MIMOSA,KS,Republic,1871,1876,,
MINERAL SPRINGS,SD,Bon Homme,1871,1880,,
MISSION CREEK,ID,Nez Perce,1871,1875,,
MOUNT FAIRVIEW,CA,San Diego,1871,1880,,
MOUNT HOPE,NE,Cass,1871,1872,,
NAPOLEON,NE,Lincoln,1871,1873,,
NELDON,NE,Seward,1871,1871,,
NEOSHO,KS,Allen,1871,1871,,
NER-NOH-TAH-HE,OK,Cherokee,1871,1872,,
NERO,NE,Washington,1871,1882,,
NEWTON,NE,Burt,1871,1871,,
NORTHWARD,KS,Greenwood,1871,1875,,
OMNIA,KS,Cowlev,1871,1873,,
PARKERTON,TX,Lamar,1871,1874,,
PAWNEE,KS,Station,1871,1945,,
PELLA,CO,Boulder,1871,1885,,
PENDELL,KS,Butler,1871,1880,,
PINE CREEK,TX,Lamar,1871,1873,,
PLEASANT VIEW,OK,Creek,1871,1872,,
PLOWBOY,KS,Shawnee,1871,1882,,
PONTOTOC,TX,Bastrop,1871,1872,,
PORTER'S RANCH,KS,Smith,1871,1881,,
QUEEN CITY,KS,Coffey,1871,1877,,
QUEEN VALLEY,KS,Reno,1871,1872,,
QUICKSAND,TX,Johnson,1871,1871,,
RICEVILLE,NE,Saline,1871,1876,,
RIO COLORADO,NM,Taos,1871,1878,,
RIVERSIDE,WA,Pacific,1871,1896,,
ROCKHOUSE,TX,Fayette,1871,1889,,
ROCKY HILL,KS,Lincoln,1871,1880,,
ROSE POINT,ND,Walsh,1871,1873,,
ROTTERDAM,KS,Osborne,1871,1885,,
SAINT FRANCIS,KS,Brown,1871,1872,,
SAN BARTOLO,TX,Zapata,1871,1874,,
SAW-GUA,KS,Shawnee,1871,1873,,
SCOTCH PLAIN,KS,Republic,1871,1874,,
SHELDON,KS,Harvey,1871,1885,,
SISSETON AGENCY,SD,Roberts,1871,1908,,
SMITHFIELD,KS,Butler,1871,1874,,
SMITHWICK MILLS,TX,Burnet,1871,1882,,
SOTHER,KS,Nemaha,1871,1878,,
SOUTH GABRIEL,TX,Williamson,1871,1872,,
SPANISH PEAK,CO,Huerfano,1871,1876,,
SPRING BRANCH,KS,Butler,1871,1871,,
SPRINGVILLE,KS,Washington,1871,1875,,
STEARNS PRAIRIE,NE,Platte,1871,1878,,
STEPHENSBOROUGH,TX,Red River,1871,1879,,
STONEWALL,TX,Freestone,1871,1871,,
SYCAMORE,KS,Chautauqua,1871,1876,,
TABOR,NE,Saline,1871,1879,,
TALLEY SPRINGS,KS,Montgomery,1871,1874,,
TEXAS RANCH,CO,Bent,1871,1873,,
THOMASVILLE,KS,Cowley,1871,1873,,
TODDVILLE,TX,Upshur,1871,1874,,
TOMAHA,TX,Red River,1871,1883,,
TUL-LAH-TE-KEE,OK,Cherokee,1871,1872,,
TWIN GROVE,KS,Republic,1871,1872,,
TWIN GROVE,NE,Antelope,1871,1872,,
UNION CITY,KS,Rice,1871,1872,,
UNION FLAT,WA,Whitman,1871,1876,,
VIOLA,KS,Elk,1871,1872,,
VIRGINIA,TX,Dallas,1871,1874,,
VIRGINIA RANCH,CA,Siskiyou,1871,1871,,
WADEVILLE,TX,Navarro,1871,1882,,
WALLACE PRAIRIE,TX,Grimes,1871,1879,,
WALNUT HILL,NE,Cuming,1871,1872,,
WARREN,KS,Cloud,1871,1886,,
WHITE RIVER,CO,Summit,1871,1880,,
WILSON,AZ,Yavapai,1871,1873,,
WONDERS,TX,Nacogdoches,1871,1893,,
WOOLSEYVILLE,NE,Johnson,1871,1872,,
WULSTENVILLE,CO,Fremont,1871,1871,,
YREKA,MT,Powell,1871,1882,,
ZARAH,KS,Barton,1871,1873,,
ACAMPO,CA,San Joaquin,1872,,38.1748959,-121.2786242
ADAMS,NE,Gage,1872,,40.459828,-96.5087657
ANNAVILLE,NV,Elko,1872,1874,41.8604727,-114.0564045
ANNONA,TX,Red River,1872,,33.5813043,-94.9164434
ALEXANDRIA,NE,Thayer,1872,,40.2453546,-97.3891379
ALMENA,KS,Norton,1872,,39.8928242,-99.7064712
ANTON CHICO,NM,Guadalupe,1872,,35.1998874,-105.1419056
ARAPAHOE,NE,Furnas,1872,,40.3029221,-99.8973528
ATASCOSA,TX,Bexar,1872,,29.288706,-98.705993
AURORA,NE,Hamilton,1872,,40.8674719,-98.0039285
BEAVER,NE,Boone,1872,1874,41.5700861,-97.8663204
BEAVER CREEK,MT,Broadwater,1872,1887,46.4765996,-111.6588646
BEAVERTON,OR,Washington,1872,,45.4861892,-122.8014687
BENTON,KS,Butler,1872,,37.7882624,-97.108285
BERKELEY,CA,Alameda,1872,,37.868884,-122.270089
BOONE,NE,Boone,1872,,41.6264005,-97.9175582
BOREMAN,SD,Yankton,1872,1873,42.8884396,-97.1727521
BOULDER CREEK,CA,Santa Cruz,1872,,37.1258933,-122.1237329
BOWER,NE,Jefferson,1872,1901,40.2625013,-97.1792035
BRONCO,NV,Washoe,1872,1872,39.3979642,-119.9782512
BURNEY VALLEY,CA,Shasta,1872,1894,40.8893326,-121.6522362
BURTONS BEND,NE,Furnas,1872,1881,40.3047287,-100.010129
BUTLER,OR,Douglas,1872,1873,43.6636836,-123.3168171
BUTTE DISAPPOINTMENT,OR,Lane,1872,1875,43.9156617,-122.8210509
BUTTER CREEK,OR,Morrow,1872,1873,45.3542037,-119.5537583
CADDO,OK,Bryan,1872,,34.1256344,-96.260992
CAMP BAKER,MT,Meagher,1872,1879,46.678556,-111.1727283
CANTON,MT,Broadwater,1872,1935,46.4138217,-111.5033014
CARPENTERS BAR,MT,Powell,1872,1872,46.6763239,-112.501416
CARR,CO,Weld,1872,,40.8958762,-104.8753752
CASTELL,TX,Llano,1872,,30.7011789,-98.9568163
CEDAR CREEK,NE,Cass,1872,,41.036652,-96.1010204
CENTER POINT,TX,Kerr,1872,,29.9447714,-99.0369946
CENTRAL POINT,OR,Jackson,1872,1957,42.3771639,-122.9127968
CENTREVILLE,SD,Turner,1872,1893,43.1175818,-96.9615532
CENTREVILLE,MT,Broadwater,1872,1883,46.3402092,-111.511913
CHAPMAN,KS,Dickinson,1872,,38.9715395,-97.0195153
CHEWELAH,WA,Stevens,1872,,48.2760518,-117.7142671
CHUGWATER,WY,Platte,1872,,41.7567223,-104.8228959
CLAGETT,MT,Jefferson,1872,1878,46.1068718,-111.9258217
CLANCY,MT,Jefferson,1872,1885,46.4651151,-111.9861191
CLOVER VALLEY,NV,Elko,1872,1924,40.7549256,-115.0392103
COBERLY,MT,Granite,1872,1872,46.6268742,-113.1422847
COLD SPRING,MT,Jefferson,1872,1924,45.9665938,-111.8994307
COLFAX,WA,Whitman,1872,,46.8791479,-117.3645031
COLLINSVILLE,TX,Grayson,1872,,33.5614222,-96.9114151
COLONY,KS,Anderson,1872,,38.0710194,-95.3666046
CONCORD,CA,Contra Costa,1872,,37.9759495,-122.0570125
COSTILLA,NM,Taos,1872,,36.9791963,-105.5332771
COULTERVILLE,CA,Mariposa,1872,,37.7111932,-120.1963173
COURTLAND,CA,Sacramento,1872,,38.331241,-121.5698241
CRAWFORD,MT,Madison,1872,1873,45.651315,-112.3091679
CRESWELL,OR,Lane,1872,,43.9195315,-123.0170431
CROWELL,NE,Dodge,1872,1924,41.7280556,-96.707808
CROWELLTON,NE,Buffalo,1872,1876,40.7016778,-99.256761
DARLING,MT,Beaverhead,1872,1881,45.5457598,-112.6975235
DAWSON,NE,Dawson,1872,1872,40.7790601,-99.7398429
DAYTON,WA,Columbia,1872,,46.3193643,-117.9785053
DEL RIO,TX,Val Verde,1872,,29.362266,-100.899131
DODGE CITY,KS,Ford,1872,,37.7545521,-100.0164937
DONNEBROG,NE,Howard,1872,1874,41.1184619,-98.5476213
DRAIN,OR,Douglas,1872,,43.6636836,-123.3168171
DUCK CREEK,NV,White Pine,1872,1874,39.4124389,-114.7114039
EAGLE POINT,OR,Jackson,1872,,42.4730011,-122.8051526
EDGAR,NE,Clay,1872,,40.3707688,-97.9698111
ELK CREEK,NE,Johnson,1872,,40.2866801,-96.128963
ELK CREEK,CA,Glenn,1872,,39.60552,-122.540126
ELLINWOOD,KS,Barton,1872,,38.3558167,-98.581455
ELM CREEK,NE,Buffalo,1872,,40.717633,-99.3729694
ELM MOTT,TX,McLennan,1872,,31.6707365,-97.1021882
ENNIS,TX,Ellis,1872,,32.3277102,-96.6302037
FAIRMONT,NE,Fillmore,1872,,40.6363062,-97.5855264
FALL CITY,WA,King,1872,,47.5680037,-121.8936303
FARGO,ND,Cass,1872,,46.878528,-96.790237
FIRTH,NE,Lancaster,1872,,40.5329129,-96.6066299
FLORESVILLE,TX,Wilson,1872,,29.1285974,-98.1432313
FLORISSANT,CO,Teller,1872,,38.9446249,-105.2877482
FORESTVILLE,CA,Sonoma,1872,,38.4740336,-122.89621
FRESNO,CA,Fresno,1872,,36.7384492,-119.8046777
GLENBROOK,NV,Douglas,1872,,39.0739952,-119.9403836
GLENDALE,UT,Kane,1872,,37.3174306,-112.5972458
GOLDENDALE,WA,Klickitat,1872,,45.8149263,-120.8223722
GRAFTON,NE,Fillmore,1872,,40.6279875,-97.7141563
GREAT BEND,KS,Barton,1872,,38.3679324,-98.767089
GWENDALE,MT,Deer Lodge,1872,1878,46.1554814,-112.884207
HASTINGS,NE,Adams,1872,,40.5863003,-98.3857731
HELMVILLE,MT,Powell,1872,,46.8639118,-112.9644111
HERMAN,NE,Washington,1872,,41.6732407,-96.2155609
HERMANSVILLE,OR,Coos,1872,1881,43.0334431,-124.1234352
HICKMAN,NE,Lancaster,1872,,40.6198159,-96.6321269
HOLLENBERG,KS,Washington,1872,,39.9809586,-96.9924303
HUMBOLDT HOUSE,NV,Pershing,1872,1909,40.6010164,-118.2548691
HUTCHINS,TX,Dallas,1872,,32.64488,-96.721879
IOWA SLOUGH,OR,Coos,1872,1878,43.1553874,-124.2870556
JAMESTOWN,ND,Stutsman,1872,,46.9079992,-98.7109464
JEFFERSON ISLAND,MT,Jefferson,1872,1909,45.8603413,-111.9529214
JUNCTION CITY,OR,Lane,1872,,44.2197464,-123.2028476
KEARNEY JUNCTION,NE,Buffalo,1872,1875,40.6993567,-99.0742329
KEATINGVILLE,MT,Broadwater,1872,1873,46.183262,-111.6619202
KENESAW,NE,Adams,1872,,40.6215559,-98.6579636
KILCHIS,OR,Tillamook,1872,1890,45.4962156,-123.8504046
KINGSTON,NE,Adams,1872,1888,40.4164022,-98.3456104
KLAMATH,OR,Klamath,1872,1873,42.1776454,-121.8002811
KNAPPA,OR,Clatsop,1872,1943,46.1851096,-123.5859674
LAMOILLE,NV,Elko,1872,1982,40.7279763,-115.4777636
LARNED,KS,Pawnee,1872,,38.1819594,-99.0986935
LOGAN,KS,Phillips,1872,,39.661416,-99.5694568
LOMA PARDA,NM,Mora,1872,1900,35.8467073,-105.0758386
LONE STAR,NE,Butler,1872,1884,41.0829469,-97.0203788
LONG ISLAND,KS,Phillips,1872,,39.9494052,-99.5343462
